,Catégorie,Titre,Score,Avis,5 etoiles,4 etoiles,3 etoiles,2 etoiles,1 etoiles
2476,Magasin de puériculture,Mommieland,"3,0",19,47,10,11,0,32
2477,Magasin de puériculture,Coin de Bebe,"3,0",16,50,6,6,13,25
2478,Magasin de vêtements de sport,BasketUNO FR 🇫🇷,"3,0",16,44,0,0,0,56
2479,Magasin de streetwear,Skeliit support,"3,0",10,40,0,0,10,50
2480,Magasin de vêtements,Memento,"3,0",5,40,0,0,0,60
2481,Boutique d'accessoires de mode,Boomaron,"3,0",5,80,0,0,0,20
2482,Magasin de vêtements d'hiver,WarmJack,"3,0",5,20,0,20,20,40
2483,Shopping & mode,Superbargainsuk,"3,0",4,50,0,0,0,50
2484,Shopping & mode,Patronsdecouture.com,"3,0",4,50,0,0,0,50
2485,Marché en ligne,Reserverunbar.fr,"3,0",3,67,0,0,0,33
2486,Boutique de lingerie,All By Fouta,"3,0",3,33,0,0,0,67
2487,Shopping & mode,MonsieurChaussure.com,"3,0",3,33,0,0,0,67
2488,Shopping & mode,Marques Avenue,"3,0",3,33,0,0,33,34
2489,Magasin de puériculture,Bababy,"3,0",3,0,0,33,0,67
2490,Shopping & mode,Vikingshop,"3,0",3,33,33,0,0,34
2491,Magasin de streetwear,Sneaker Style,"3,0",2,0,50,0,0,50
2492,Shopping & mode,Maison Vaurien,"3,0",2,0,0,0,50,50
2493,Shopping & mode,Olivolga,"3,0",2,50,0,0,0,50
2494,Shopping & mode,Watch Shop,"3,0",2,0,0,0,50,50
2495,Shopping & mode,FRANCE COLLECTIONS,"3,0",2,0,50,0,0,50
2496,Shopping & mode,Winaretta,"3,0",2,0,0,50,0,50
2497,Shopping & mode,Tous US,"3,0",2,0,0,0,50,50
2498,Magasin de puériculture,Doudouplanet,"2,9",3 450,82,14,2,<1,1
2499,Service de coupons d'achat,Marche Prive,"2,9",834,78,19,1,<1,2
2500,Bijouterie,D'Or et d'Argent,"2,9",340,83,9,3,1,4
2501,Boutique de lingerie,Bodyslim™ Paris,"2,9",293,30,15,9,9,37
2502,Site de comparaison de prix,Les-Demenageurs.com,"2,9",168,36,28,13,11,12
2503,Shopping & mode,The Last Trend,"2,9",146,60,4,6,3,27
2504,Magasin de chaussures,Coproom,"2,9",138,50,7,<1,2,40
2505,Magasin de chaussures,21run.com,"2,9",124,15,6,4,8,67
2506,Magasin de sacs et de valises,Tekmi,"2,9",73,55,12,7,3,23
2507,Magasin de puériculture,too-short,"2,9",67,45,21,9,7,18
2508,Shopping & mode,Zalando France,"2,9",59,36,15,0,3,46
2509,Magasin de vêtements de sport (activewear),Sportsaga,"2,9",50,48,4,4,12,32
2510,Magasin de vêtements pour enfants,Citron Peche,"2,9",41,36,10,2,15,37
2511,Magasin de sous-vêtements,Herloop,"2,9",9,45,22,0,0,33
2512,Shopping & mode,LA Canadienne,"2,9",8,50,12,0,0,38
2513,Shopping & mode,L'Arbre à Bijoux,"2,9",8,62,0,0,13,25
2514,Boutique de lingerie,Comptoir des Dessous,"2,9",6,33,0,0,0,67
2515,Boutique d'articles de mode,Mysterybox Shop,"2,9",5,20,0,0,20,60
2516,Magasin de vêtements pour enfants,Bola de Grossesse,"2,9",4,0,25,0,0,75
2517,Shopping & mode,Dolce,"2,9",3,0,0,67,0,33
2518,Magasin de vêtements pour femmes,Shaperfit,"2,9",3,33,33,0,0,34
2519,Shopping & mode,Nicolebernard,"2,9",3,0,0,0,0,100
2520,Boutique de t-shirts personnalisés,Soflock,"2,9",3,0,0,0,0,100
2521,Shopping & mode,Fiesta Mascotte,"2,9",2,0,0,0,0,100
2522,Shopping & mode,Watch Equipment,"2,9",2,0,0,0,0,100
2523,Shopping & mode,Mwos,"2,9",2,0,0,0,0,100
2524,Shopping & mode,Classic All Blacks,"2,9",2,0,0,0,0,100
2525,Shopping & mode,Heroes Store,"2,9",2,50,0,0,0,50
2526,Shopping & mode,Delaveine,"2,9",2,0,0,0,0,100
2527,Shopping & mode,UCR,"2,9",2,0,0,0,0,100
2528,Shopping & mode,Toutpourcoudre,"2,9",2,0,0,0,0,100
2529,Shopping & mode,Impact Shop,"2,9",2,0,0,0,0,100
2530,Shopping & mode,Ergoboost.fr,"2,9",2,0,0,0,0,100
2531,Pressing,hublo.eu,"2,9",2,0,0,0,0,100
2532,Shopping & mode,Pomm'Poire,"2,9",2,0,0,0,50,50
2533,Magasin de vêtements pour femmes,Patatam,"2,8",1 472,64,11,5,3,17
2534,Magasin de vêtements pour femmes,helline,"2,8",292,18,9,2,7,64
2535,Opticien,Vipoptic,"2,8",283,48,5,2,3,42
2536,Magasin de vêtements pour femmes,Piara,"2,8",219,55,15,1,2,27
2537,Boutique de lingerie,Dessus Dessous Lingerie,"2,8",200,44,5,2,4,45
2538,Magasin de vêtements,Cedelar,"2,8",130,35,7,<1,2,55
2539,Site d'avis,Fia Net,"2,8",99,16,1,2,3,78
2540,Site d'avis,FoxyRating,"2,8",97,51,5,6,2,36
2541,Boutique d'accessoires de mode,Bumpyconfort,"2,8",47,21,19,8,9,43
2542,Shopping & mode,Eram,"2,8",47,32,4,6,4,54
2543,Shopping & mode,KOOKAÏ,"2,8",32,19,3,0,6,72
2544,Shopping & mode,dinh van,"2,8",17,29,0,0,0,71
2545,Shopping & mode,Corner Street,"2,8",17,53,6,0,0,41
2546,Shopping & mode,Reebok,"2,8",15,33,13,7,7,40
2547,Shopping & mode,Dorothyperkins,"2,8",12,25,0,8,17,50
2548,Fabrique de chaussures,VO7,"2,8",11,36,9,0,0,55
2549,Shopping & mode,Pronuptia Paris,"2,8",10,20,20,10,0,50
2550,Magasin de vêtements pour enfants,lasalopette.fr,"2,8",10,70,20,0,0,10
2551,Bijouterie,Un bijou pour une cause,"2,8",10,50,0,10,0,40
2552,Shopping & mode,Marks & Spencer,"2,8",10,30,0,10,0,60
2553,Magasin de vêtements de plein air,Emmatika,"2,8",7,14,0,0,14,72
2554,Shopping & mode,Myonlypoleshop,"2,8",6,17,17,0,0,66
2555,Shopping & mode,Groupe Nauting,"2,8",6,50,17,0,0,33
2556,Shopping & mode,Éminence,"2,8",6,50,0,0,17,33
2557,Shopping & mode,bijouxcreateurenligne.fr,"2,8",4,25,0,0,0,75
2558,Shopping & mode,Manelli,"2,8",4,0,0,25,25,50
2559,Grand magasin,Popageek,"2,8",4,25,0,0,0,75
2560,Shopping & mode,Disagioclothing,"2,8",3,0,0,0,0,100
2561,Shopping & mode,Koven Tokyo,"2,8",3,0,0,0,0,100
2562,Shopping & mode,The North Face,"2,8",3,0,0,0,0,100
2563,Magasin de puériculture,Bbnove,"2,8",3,0,0,0,33,67
2564,Shopping & mode,Catimini,"2,8",3,0,0,0,33,67
2565,Shopping & mode,National Standard,"2,8",3,0,0,0,33,67
2566,Horlogerie,Watcheo_FR,"2,8",3,33,0,0,0,67
2567,Shopping & mode,Wendiz,"2,8",3,33,0,0,0,67
2568,Shopping & mode,Variance,"2,8",3,0,0,33,0,67
2569,Shopping & mode,Opticea,"2,8",3,33,0,0,0,67
2570,Shopping & mode,MANOUSH,"2,8",3,33,0,0,0,67
2571,Shopping & mode,Anne Fontaine,"2,8",3,0,0,0,0,100
2572,Shopping & mode,New Balance France,"2,8",3,0,0,0,0,100
2573,Horlogerie,CRESUS,"2,7",838,80,8,4,2,6
2574,Magasin de vêtements,Bijourama,"2,7",364,21,3,3,7,66
2575,Magasin de chaussures,Alalashop,"2,7",295,37,7,2,2,52
2576,Magasin de vêtements de sport (activewear),Saiyanfitness,"2,7",109,24,24,18,16,18
2577,Shopping & mode,Airplay,"2,7",84,23,17,9,12,39
2578,Magasin de vêtements pour enfants,VETLICENCE,"2,7",58,34,21,5,2,38
2579,Shopping & mode,Imajeans,"2,7",30,57,23,7,3,10
2580,Magasin de vêtements d'hiver,Sweat Plaid,"2,7",25,24,16,4,4,52
2581,Shopping & mode,Yoda Shop,"2,7",22,14,0,4,0,82
2582,Shopping & mode,ETAM,"2,7",20,35,5,5,10,45
2583,Shopping & mode,Netcourrier,"2,7",19,42,11,5,5,37
2584,Fabricant de vêtements de sport,lebonair.fr,"2,7",15,27,0,0,0,73
2585,Bijouterie,Mode In-motion,"2,7",13,46,0,0,8,46
2586,Shopping & mode,The Bums Shop,"2,7",8,75,0,0,12,13
2587,Shopping & mode,LePantalon,"2,7",8,50,0,0,12,38
2588,Centre de bien-être,Womancorner,"2,7",7,57,0,0,0,43
2589,Shopping & mode,Wrung,"2,7",7,14,14,0,14,58
2590,Shopping & mode,Les Dessous Chics,"2,7",6,0,0,17,33,50
2591,Shopping & mode,Clarks,"2,7",5,20,20,20,0,40
2592,Shopping & mode,Le Roi du Tablier,"2,7",4,25,0,25,0,50
2593,Magasin de sacs,Mapetitefabrique,"2,6",529,37,6,3,6,48
2594,Magasin de vêtements imprimés,Wooop,"2,6",359,44,13,5,10,28
2595,Magasin de vêtements pour femmes,Boheme Infinity,"2,6",150,48,6,<1,3,42
2596,Boutique de sacs à main,Le Petit Cartel,"2,6",77,34,1,3,9,53
2597,Magasin de sous-vêtements,Unbrk,"2,6",61,26,3,12,13,46
2598,Boutique d'accessoires de mode,Sweetiz Paris,"2,6",49,51,14,4,0,31
2599,Magasin de vêtements pour hommes,OLLY GAN,"2,6",40,42,7,13,10,28
2600,Shopping & mode,Pas de titre,0,0,0,0,0,0,0
2601,Shopping & mode,Yoda Shop,"2,7",22,14,0,4,0,82
2602,Shopping & mode,ETAM,"2,7",20,35,5,5,10,45
2603,Shopping & mode,Netcourrier,"2,7",19,42,11,5,5,37
2604,Fabricant de vêtements de sport,lebonair.fr,"2,7",15,27,0,0,0,73
2605,Bijouterie,Mode In-motion,"2,7",13,46,0,0,8,46
2606,Shopping & mode,The Bums Shop,"2,7",8,75,0,0,12,13
2607,Shopping & mode,LePantalon,"2,7",8,50,0,0,12,38
2608,Centre de bien-être,Womancorner,"2,7",7,57,0,0,0,43
2609,Shopping & mode,Wrung,"2,7",7,14,14,0,14,58
2610,Shopping & mode,Les Dessous Chics,"2,7",6,0,0,17,33,50
2611,Shopping & mode,Clarks,"2,7",5,20,20,20,0,40
2612,Shopping & mode,Le Roi du Tablier,"2,7",4,25,0,25,0,50
2613,Magasin de sacs,Mapetitefabrique,"2,6",529,37,6,3,6,48
2614,Magasin de vêtements imprimés,Wooop,"2,6",359,44,13,5,10,28
2615,Magasin de vêtements pour femmes,Boheme Infinity,"2,6",150,48,6,<1,3,42
2616,Boutique de sacs à main,Le Petit Cartel,"2,6",77,34,1,3,9,53
2617,Magasin de sous-vêtements,Unbrk,"2,6",61,26,3,12,13,46
2618,Boutique d'accessoires de mode,Sweetiz Paris,"2,6",49,51,14,4,0,31
2619,Magasin de vêtements pour hommes,OLLY GAN,"2,6",40,42,7,13,10,28
2620,Magasin de vêtements pour bébés,mariusetlola.com,"2,6",36,41,14,3,3,39
2621,Shopping & mode,Footcenter,"2,6",33,24,12,6,6,52
2622,Shopping & mode,A.S.Adventure,"2,6",25,32,4,4,8,52
2623,Shopping & mode,fan2johnny.com,"2,6",21,24,9,0,5,62
2624,Boutique de t-shirts personnalisés,Teefactory FR,"2,6",16,75,19,0,0,6
2625,Shopping & mode,Oots,"2,6",16,19,12,6,0,63
2626,Shopping & mode,Shaman,"2,6",14,21,0,0,7,72
2627,Magasin de sous-vêtements,Nuancée Paris,"2,6",14,7,14,7,29,43
2628,Shopping & mode,Montre-Automatique.c,"2,6",11,27,0,0,9,64
2629,Shopping & mode,Etikolo,"2,6",10,40,10,0,10,40
2630,Shopping & mode,Father & Sons,"2,6",10,20,0,10,0,70
2631,Centre de bien-être,1001perruques,"2,6",9,56,0,11,11,22
2632,Marché en ligne,Avis de Travaux,"2,6",6,83,0,0,0,17
2633,Shopping & mode,DR Swag,"2,6",6,50,17,0,0,33
2634,Magasin de vêtements,My Bohème,"2,6",6,0,17,0,17,66
2635,Shopping & mode,Deepstore,"2,6",5,0,0,0,40,60
2636,Magasin de chaussures,nomasei.com,"2,6",5,0,0,20,0,80
2637,Magasin de vêtements pour femmes,Primtex.fr,"2,6",4,50,0,0,0,50
2638,Shopping & mode,Avesu,"2,6",4,0,25,0,0,75
2639,Shopping & mode,Janel Chaussures,"2,6",4,0,0,0,0,100
2640,Magasin de vêtements pour femmes,Primtex.fr,"2,6",4,50,0,0,0,50
2641,Fabricant de montres,Montresbois,"2,6",4,0,0,0,0,100
2642,Magasin de chaussures,www.dashoes.fr,"2,5",6 146,75,15,4,3,3
2643,Magasin de streetwear,UrbanLocker.com,"2,5",1 310,73,15,4,2,6
2644,Shopping & mode,Move24,"2,5",509,37,15,2,2,44
2645,Shopping & mode,Bigtree,"2,5",86,27,10,1,13,49
2646,Marché en ligne,Claboutique,"2,5",77,23,12,5,4,56
2647,Shopping & mode,Etsy,"2,5",59,31,8,8,7,46
2648,Magasin de vêtements,Visagechaussettes,"2,5",52,17,6,2,10,65
2649,Shopping & mode,ELLE,"2,5",49,66,6,6,4,18
2650,Magasin de chaussures,Rudy's chaussures,"2,5",26,19,12,0,8,61
2651,Magasin de vêtements,C Frenchy,"2,5",22,68,4,5,0,23
2652,Boutique d'accessoires de mode,Lgbt Boutique,"2,5",18,22,11,6,0,61
2653,Bijouterie,©Loch Ness,"2,5",12,50,33,0,0,17
2654,Magasin de chaussures,UU International Shoes Online Shop,"2,5",11,0,9,0,0,91
2655,Shopping & mode,Figaret Paris,"2,5",7,0,14,0,0,86
2656,Shopping & mode,Un Jour Ailleurs,"2,5",6,17,0,0,0,83
2657,Shopping & mode,Un Jour Ailleurs,"2,5",6,17,0,0,0,83
2658,Shopping & mode,Sport Factory-store,"2,5",6,33,0,0,0,67
2659,Shopping & mode,Cotecosy,"2,5",6,0,0,0,0,100
2660,Shopping & mode,River Island,"2,5",5,0,0,0,0,100
2661,Shopping & mode,Taniere Du-loup,"2,5",5,0,0,20,0,80
2662,Boutique d'accessoires de mode,Kasestore,"2,5",5,20,20,0,0,60
2663,Shopping & mode,Orcanta Lingerie,"2,5",5,0,0,0,20,80
2664,Shopping & mode,KiwipWatch,"2,5",5,0,0,0,0,100
2665,Shopping & mode,boohoo.com,"2,4",334,66,13,2,4,15
2666,Shopping & mode,Farmavazquez S.L.,"2,4",288,29,6,1,6,58
2667,Shopping & mode,Cleor,"2,4",213,27,5,3,2,63
2668,Boutique d'accessoires de mode,Lacasquetteofficiel,"2,4",167,37,2,1,4,56
2669,Magasin de vêtements,Printemps,"2,4",155,26,3,3,5,63
2670,Magasin de vêtements de sport (activewear),Fittiger,"2,4",132,26,4,3,4,63
2671,Shopping & mode,H&M,"2,4",121,37,15,6,7,35
2672,Shopping & mode,FloryDay,"2,4",104,21,7,9,7,56
2673,Magasin de vêtements de sport,Lepape,"2,4",95,32,4,4,9,51
2674,Site d'avis,agrifournitures.fr,"2,4",84,32,11,2,4,51
2675,Magasin de vêtements,rsv,"2,4",48,21,15,10,6,48
2676,Magasin de vêtements,Armor Lux,"2,4",46,24,4,2,13,57
2677,Magasin de sacs et bagages,Sacador,"2,4",31,16,7,0,3,74
2678,Grand magasin,La Petite Epicerie,"2,4",25,44,0,16,4,36
2679,Bijouterie,Hellozen,"2,4",23,39,9,9,9,34
2680,Fabrique de chaussures,Alisonofkem,"2,4",17,23,0,0,6,71
2681,Bijouterie,Sister of Pearls,"2,4",14,43,14,7,0,36
2682,Boutique de lingerie,Gobler,"2,4",13,8,0,15,15,62
2683,Shopping & mode,Stock Us,"2,4",11,18,0,9,18,55
2684,Boutique d'articles de mode,Molly Bracken,"2,4",8,12,0,12,13,63
2685,Boutique de lingerie,Mademoiselle Lingerie,"2,4",6,33,0,0,0,67
2686,Shopping & mode,Majesticfilatures,"2,4",6,17,0,17,0,66
2687,Magasin de sacs et de valises,HandBag,"2,4",6,50,33,0,0,17
2688,Shopping & mode,Darjeeling,"2,4",6,0,17,0,0,83
2689,Magasin de chaussures,Sojeans,"2,3",2 927,60,21,7,6,6
2690,Magasin d'articles d'occasion,Prêt à Changer,"2,3",171,47,16,6,6,25
2691,Horlogerie,Bobobird,"2,3",139,22,22,9,11,36
2692,Bijouterie,Goussin,"2,3",116,24,7,7,5,57
2693,Société d'horlogerie,YEMA Watches,"2,3",81,22,2,5,4,67
2694,Magasin de sous-vêtements,Mondlee,"2,3",56,37,12,2,4,45
2695,Shopping & mode,Tendancefashion,"2,3",55,33,5,7,6,49
2696,Shopping & mode,Eu Levi,"2,3",54,11,11,2,7,69
2697,Shopping & mode,Soeur,"2,3",54,17,0,2,5,76
2698,Shopping & mode,Princesse tam.tam,"2,3",35,14,11,3,6,66
2699,Shopping & mode,M Tbdress,"2,3",28,43,0,7,7,43
2700,Magasin de vêtements pour femmes,JEMESTYLE,"2,3",23,17,4,0,9,70
2701,Shopping & mode,Laboutiquemaroquinerie,"2,3",22,36,5,18,0,41
2702,Magasin de chaussures,Tradition des Vosges,"2,3",19,58,10,0,0,32
2703,Magasin de vêtements pour hommes,Planet Undies,"2,3",17,18,0,6,23,53
2704,Magasin de vêtements pour femmes,Universdentelle,"2,3",17,18,0,0,6,76
2705,Grand magasin,Economarket,"2,3",15,7,13,0,7,73
2706,Magasin de vêtements,Bts Merch,"2,3",14,7,7,7,14,65
2707,Shopping & mode,Gon Shop,"2,3",10,10,10,0,0,80
2708,Shopping & mode,Best Mountain,"2,3",8,12,0,0,25,63
2709,Shopping & mode,Eider,"2,3",8,0,12,0,13,75
2710,Shopping & mode,Gotrott,"2,3",8,37,13,0,0,50
2711,Magasin de vêtements pour femmes,MADELEINE France,"2,3",8,0,0,0,0,100
2712,Shopping & mode,Atelierna,"2,3",7,14,0,0,0,86
2713,Magasin de chaussures,Allezdiscount,"2,3",7,29,0,0,0,71
2714,Magasin de chaussures,BMX AVENUE,"2,3",7,28,14,0,29,29
2715,Shopping & mode,Snipes,"2,3",7,0,14,14,0,72
2716,Shopping & mode,Parasitox,"2,3",6,50,0,0,0,50
2717,Shopping & mode,Shopizor.com,"2,3",6,0,0,0,0,100
2718,Magasin de puériculture,Made in bébé,"2,2",649,33,4,2,4,57
2719,Magasin de déguisements,Esprit,"2,2",81,21,11,3,11,54
2720,Shopping & mode,Stokomani,"2,2",64,16,3,5,12,64
2721,Magasin de vêtements pour enfants,Jacadi,"2,2",46,20,4,2,9,65
2722,Shopping & mode,Trickyshopper,"2,2",42,48,2,0,7,43
2723,Shopping & mode,Julien d'Orcel,"2,2",37,13,3,0,3,81
2724,Magasin de sacs et de valises,Sacastar,"2,2",36,25,6,0,8,61
2725,Magasin de vêtements pour bébés,Barboteuz,"2,2",22,9,0,4,5,82
2726,Magasin de vêtements pour enfants,Tictail,"2,2",20,30,0,0,0,70
2727,Shopping & mode,Meschaussuresetmoi,"2,2",19,32,5,0,5,58
2728,Magasin de vêtements pour femmes,MONLOOK,"2,2",18,5,17,0,28,50
2729,Magasin de vêtements pour femmes,By Louise,"2,2",18,11,0,0,17,72
2730,Marché en ligne,Servicestart France,"2,2",17,35,29,0,6,30
2731,Fabricant de bijoux,Hipanema,"2,2",16,6,6,6,25,57
2732,Boutique d'accessoires de mode,Monpetitbooty,"2,2",14,29,7,0,0,64
2733,Magasin d'articles de loisirs,Super Bison,"2,2",14,79,7,7,0,7
2734,Shopping & mode,Chevignon,"2,2",11,0,9,0,9,82
2735,Shopping & mode,Sosei,"2,2",9,0,0,0,0,100
2736,Shopping & mode,Colette,"2,2",9,45,0,11,11,33
2737,Enchères en ligne,Agorastore,"2,2",9,0,0,0,22,78
2738,Bijouterie,Diveene,"2,2",8,12,0,0,0,88
2739,Shopping & mode,La Halle,"2,2",8,12,13,0,0,75
2740,Magasin de vêtements,boho-paradies.de,"2,2",8,0,0,0,12,88
2741,Shopping & mode,Vestiaire Collective,"2,2",8,0,0,0,12,88
2742,Horlogerie,YSORA,"2,1",385,67,16,7,3,7
2743,Shopping & mode,Easycash.fr,"2,1",275,17,2,2,4,75
2744,Shopping & mode,Iziniceshop,"2,1",245,18,11,5,4,62
2745,Shopping & mode,DEVRED 1902,"2,1",54,13,2,11,7,67
2746,Shopping & mode,Galerie Chic,"2,1",53,34,2,8,13,43
2747,Shopping & mode,A little Mercerie,"2,1",34,18,3,0,3,76
2748,Shopping & mode,Jacadi,"2,1",31,3,3,7,13,74
2749,Shopping & mode,Kinousses,"2,1",22,32,5,0,9,54
2750,Site de comparaison de prix,CheckmonCredit.fr,"2,1",18,61,28,0,0,11
2751,Shopping & mode,Latelierdudoc,"2,1",15,13,0,0,7,80
2752,Magasin de vêtements pour femmes,Bruce Field,"2,1",13,15,8,15,0,62
2753,Magasin d'ameublement et de décoration,petitbalthazar.com,"2,1",11,0,0,0,9,91
2754,Service de remise en espèces,Ma vie en couleurs,"2,1",11,9,0,0,9,82
2755,Magasin de chapeaux et couvre-chefs,Otaku no Shoppu | La Boutique de l'Otaku,"2,1",10,0,0,10,0,90
2756,Shopping & mode,Exotic Flor,"2,1",9,34,22,11,11,22
2757,Shopping & mode,kiabi,"2,0",561,22,9,5,10,54
2758,Magasin de vêtements pour enfants,BEBEOTOP,"2,0",371,70,24,1,1,4
2759,Shopping & mode,Zalando Prive,"2,0",338,17,8,3,7,65
2760,Shopping & mode,I-RUN,"2,0",240,24,7,4,7,58
2761,Bijouterie,Le Manège à Bijoux E.Leclerc,"2,0",165,13,<1,1,3,82
2762,Shopping & mode,Petit Bateau,"2,0",140,13,7,4,8,68
2763,Magasin de puériculture,Twidou,"2,0",137,58,4,2,<1,35
2764,Marché en ligne,Weroom,"2,0",109,52,29,11,4,4
2765,Shopping & mode,Cestmoiquilaporte,"2,0",39,8,10,5,13,64
2766,Boutique de lingerie,46etplus,"2,0",29,24,31,7,10,28
2767,Magasin de tricot,MonPetitPoulpe,"2,0",27,0,15,4,4,77
2768,Boutique de lingerie,Le Bon Marché Rive Gauche,"2,0",18,17,5,6,28,44
2769,Magasin de chaussures,Finsbury,"2,0",18,6,17,11,11,55
2770,Magasin de vêtements pour femmes,JUS D'ORANGE,"2,0",17,59,0,0,6,35
2771,Shopping & mode,MOA Paris,"2,0",17,0,6,0,12,82
2772,Shopping & mode,Store Redskins,"2,0",15,7,0,0,13,80
2773,Magasin de vêtements pour femmes,Bestyle29,"2,0",14,7,7,7,7,72
2774,Magasin de kimonos,Kotonaru,"2,0",14,7,0,0,0,93
2775,Shopping & mode,Bijoux Bohemes,"2,0",13,31,0,0,0,69
2776,Service de coupons d'achat,Kgbdeals,"2,0",12,0,0,0,17,83
2777,Shopping & mode,Monptitprix,"2,0",11,0,0,0,9,91
2778,Shopping & mode,Silingerie,"2,0",11,18,18,0,0,64
2779,Centre de bien-être,Dior.com,"1,9",10 492,77,8,4,2,9
2780,Magasin de téléphonie mobile,Apple,"1,9",905,21,5,3,5,66
2781,Magasin de chaussures,Saint Laurent,"1,9",327,15,3,1,4,77
2782,Magasin de vêtements pour femmes,Camaïeu,0,0,0,0,0,0,0
2783,Magasin de lunettes de soleil,Oeil Bleu®,"1,9",110,36,7,<1,0,56
2784,Shopping & mode,Byselena,"1,9",50,8,6,4,6,76
2785,Shopping & mode,Quiksilver,"1,9",43,5,2,5,9,79
2786,Bijouterie fantaisie,Maison Dorée,"1,9",43,9,5,2,9,75
2787,Shopping & mode,Bocage,"1,9",25,12,0,0,12,76
2788,Marché en ligne,Yoopies UK,"1,9",24,21,21,8,0,50
2789,Magasin de puériculture,LRS,"1,9",21,24,14,10,0,52
2790,Boutique d'accessoires de mode,Beshoes,"1,9",17,70,12,0,0,18
2791,Site de comparaison de prix,Leguide,"1,9",15,0,13,13,7,67
2792,Shopping & mode,Dobell,"1,9",14,14,0,0,7,79
2793,Bijouterie,Acheter un Bola,"1,9",13,77,8,0,0,15
2794,Shopping & mode,Galeries Lafayette,"1,8",572,13,4,3,4,76
2795,Shopping & mode,Def Shop France,"1,8",299,29,8,5,5,53
2796,Shopping & mode,bébé 9,"1,8",169,16,1,2,4,77
2797,Magasin de vêtements,Foot Champion,"1,8",145,14,6,6,3,71
2798,Shopping & mode,Daxon,"1,8",124,4,5,3,8,80
2799,Shopping & mode,Belloyer,"1,8",100,25,4,1,1,69
2800,Shopping & mode,Armand Thiery SAS,"1,8",90,8,6,7,19,60
2801,Bijouterie,Belle en Bijoux,"1,8",82,74,17,5,0,4
2802,Shopping & mode,Loy market,"1,8",60,17,0,0,2,81
2803,Shopping & mode,Peterhahn,"1,8",54,7,7,6,7,73
2804,Bijouterie,Bague-fiancailles.com,"1,8",51,76,10,0,2,12
2805,Shopping & mode,PrestaShop,"1,8",33,24,6,0,9,61
2806,Grand magasin,Master Anime,"1,8",27,0,4,4,7,85
2807,Boutique d'accessoires de mode,GIORDANO ORIGINAL,"1,8",25,8,0,0,12,80
2808,Magasin de vêtements de sport (activewear),Freeride Attitude,"1,8",23,57,30,0,4,9
2809,Magasin de déguisements,deguisement-en-ligne,"1,8",15,66,7,0,7,20
2810,Marché en ligne,Marché Du Coin,"1,8",14,7,0,0,0,93
2811,Shopping & mode,Mapetite licorne,"1,8",14,0,0,0,0,100
2812,Magasin de chaussures,Zalando,"1,7",4 384,31,4,4,7,54
2813,Shopping & mode,Gymeltics,"1,7",940,9,7,4,6,74
2814,Bijouterie,edenn.com,"1,7",827,66,6,2,2,24
2815,Boutique de lingerie,Etam,"1,7",653,29,8,2,6,55
2816,Magasin de vêtements pour hommes,Brandtex,"1,7",265,83,12,2,1,2
2817,Shopping & mode,Les Georgettes,"1,7",230,10,4,6,13,67
2818,Magasin de vêtements pour hommes,celio,"1,7",210,14,3,3,9,71
2819,Magasin de chaussures,URBAN BOUTIK,"1,7",156,77,14,3,1,5
2820,Shopping & mode,La Marque U,"1,7",155,5,5,6,14,70
2821,Shopping & mode,LesSoeursK,"1,7",128,13,2,<1,2,82
2822,Shopping & mode,Rougegorge,"1,7",105,13,3,4,10,70
2823,Shopping & mode,NAF NAF,"1,7",88,3,3,3,6,85
2824,Boutique d'accessoires de mode,Vanessa Bruno,"1,7",87,8,2,4,2,84
2825,Shopping & mode,LE BHV MARAIS,"1,7",81,17,0,1,0,82
2826,Shopping & mode,Mesgoodies,"1,7",77,4,3,4,12,77
2827,Magasin de vêtements,Petite Mendigote,"1,7",65,11,5,1,5,78
2828,Magasin de vêtements pour femmes,Pyjamalicorne,"1,7",63,27,5,3,2,63
2829,Magasin d'accessoires de vélo,Schuss Bike,"1,7",52,8,2,6,0,84
2830,Boutique de lingerie,Dessous Chéri,"1,7",47,6,2,2,4,86
2831,Magasin de jouets,Cadeaux Français,"1,7",39,10,5,3,5,77
2832,Magasin de vêtements imprimés,The Skulls,"1,7",35,14,3,3,0,80
2833,Shopping & mode,Eden Park,"1,7",28,7,7,7,11,68
2834,Shopping & mode,Top Geek,"1,7",27,19,0,0,0,81
2835,Boutique de t-shirts personnalisés,Ketshooop,"1,7",27,15,0,0,0,85
2836,Shopping & mode,Autoccaz,"1,7",23,22,0,0,0,78
2837,Shopping & mode,Quelle,"1,7",19,26,21,0,16,37
2838,Magasin de chaussures,Foot Locker,"1,6",2 845,11,2,2,2,83
2839,Magasin de chaussures,Sarenza,"1,6",836,15,4,4,8,69
2840,Service de débloquage et de recyclage de téléphones,bak2cash,"1,6",415,71,16,4,1,8
2841,Shopping & mode,WoolOvers Ltd.,"1,6",323,57,18,9,8,8
2842,Shopping & mode,Sergent Major,"1,6",272,7,1,1,3,88
2843,Bijouterie,MATY,"1,6",186,10,3,3,8,76
2844,Shopping & mode,Fnac Portugal,"1,6",179,10,3,2,5,80
2845,Fabricant de maroquinerie,Longchamp,"1,6",110,8,3,7,5,77
2846,Magasin de vêtements pour femmes,Carla Bikini,"1,6",102,33,<1,0,2,64
2847,Shopping & mode,VeryVoga,"1,6",84,5,2,10,2,81
